num,score
1,0.321282317443872961
2,0.310488336155666946
3,0.305440891537736413
4,0.302267013620090344
5,0.300393446919805880
6,0.298016533941833053
7,0.296254821969923781
8,0.295569711758625731
9,0.294702837613717994
10,0.294017727402419943
11,0.292871216436574227
12,0.291976378609572692
13,0.291025613418383561
14,0.290438376094413804
15,0.289949011657772339
16,0.289026210148677006
17,0.288550827553082441
18,0.287935626547018886
19,0.287711917090268502
20,0.287586080520846411
21,0.287362371064096027
22,0.287124679766298745
23,0.286928933991642159
24,0.286439569555000694
25,0.286229841939297210
26,0.286076041687781321
27,0.285894277754171634
28,0.285362967794389473
29,0.285125276496592190
30,0.284552021013669332
31,0.284230438669590655
32,0.283992747371793372
33,0.283810983438183685
34,0.283601255822480201
35,0.283237727955260827
36,0.283041982180604241
37,0.282818272723853858
38,0.282706417995478666
39,0.282664472472337969
40,0.282622526949197272
41,0.282566599585009676
42,0.282398817492446888
43,0.282258999081977898
44,0.282119180671508908
45,0.282063253307321313
46,0.281993344102086818
47,0.281937416737899222
48,0.281923434896852323
49,0.281811580168477131
50,0.281783616486383333
51,0.281755652804289535
52,0.281615834393820545
53,0.281559907029632949
54,0.281503979665445353
55,0.281308233890788767
56,0.281182397321366677
57,0.281126469957179081
58,0.281042578910897687
59,0.280818869454147303
60,0.280651087361584515
61,0.280483305269021727
62,0.280469323427974828
63,0.280427377904834132
64,0.280315523176458940
65,0.280189686607036849
66,0.279951995309239566
67,0.279644394806207788
68,0.279518558236785698
69,0.279308830621082213
70,0.279127066687472526
71,0.278749556979206253
72,0.278679647773971759
73,0.278511865681408971
74,0.278372047270939981
75,0.278260192542564789
76,0.278204265178377193
77,0.278106392291048900
78,0.277924628357439213
79,0.277742864423829527
80,0.277686937059641931
81,0.277561100490219840
82,0.277365354715563254
83,0.277323409192422557
84,0.277141645258812870
85,0.277015808689390780
86,0.276973863166250083
87,0.276903953961015588
88,0.276834044755781093
89,0.276652280822171406
90,0.276498480570655517
91,0.276456535047514820
92,0.276372644001233426
93,0.276344680319139628
94,0.276316716637045830
95,0.276204861908670638
96,0.276162916385529942
97,0.276037079816107851
98,0.275925225087732659
99,0.275841334041451265
100,0.275715497472029174
